case_id,case_type,linked_record_id,customer_id,account_id,priority,case_status,created_ts,last_updated_ts,owner_id,queue_name,sla_breached_flag,data_classification,source_system
CASE-0001423,RECONCILIATION_BREAK,BRK-0001131,CUST-000085,ACC-0000808,P2,IN_PROGRESS,2026-04-29T23:29:35,2026-05-11T16:29:35,CASE-018,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001424,POLICY_QUERY,,CUST-000022,ACC-0000376,P3,CLOSED,2026-05-05T05:56:19,2026-05-06T00:56:19,CASE-012,POLICY_CONTROL,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001425,RECONCILIATION_BREAK,BRK-0000363,CUST-000443,ACC-0000344,P3,ESCALATED,2026-06-29T06:31:10,2026-07-09T15:31:10,CASE-051,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001426,RECONCILIATION_BREAK,BRK-0000822,CUST-000123,ACC-0000855,P2,IN_PROGRESS,2026-07-17T10:23:09,2026-07-17T14:23:09,CASE-032,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001427,CORPORATE_ACTION,CA-0000473,CUST-000033,ACC-0000361,P3,IN_PROGRESS,2026-05-05T21:22:14,2026-05-14T14:22:14,CASE-072,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001428,SETTLEMENT_EXCEPTION,EXC-0002176,CUST-000229,ACC-0000356,P3,OPEN,2026-06-03T18:51:32,2026-06-13T05:51:32,CASE-081,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001429,RECONCILIATION_BREAK,BRK-0001137,CUST-000429,ACC-0000668,P4,CLOSED,2026-05-26T08:23:07,2026-05-31T12:23:07,CASE-067,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001430,SETTLEMENT_EXCEPTION,EXC-0001042,CUST-000316,ACC-0000160,P4,OPEN,2026-06-20T13:16:43,2026-06-23T18:16:43,CASE-076,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001431,SETTLEMENT_EXCEPTION,EXC-0000903,CUST-000006,ACC-0000638,P3,OPEN,2026-07-05T16:51:32,2026-07-16T06:51:32,CASE-055,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001432,POLICY_QUERY,,CUST-000114,ACC-0000837,P2,CLOSED,2026-06-08T12:38:48,2026-06-12T02:38:48,CASE-073,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001433,RECONCILIATION_BREAK,BRK-0000508,CUST-000022,ACC-0000376,P3,CLOSED,2026-07-15T11:31:11,2026-07-21T07:30:00,CASE-047,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001434,RECONCILIATION_BREAK,BRK-0000164,CUST-000114,ACC-0000837,P3,IN_PROGRESS,2026-07-07T21:53:23,2026-07-11T06:53:23,CASE-085,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001435,CORPORATE_ACTION,CA-0000784,CUST-000196,ACC-0000271,P4,WAITING,2026-06-13T16:52:54,2026-06-22T21:52:54,CASE-015,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001436,RECONCILIATION_BREAK,BRK-0000056,CUST-000006,ACC-0000680,P3,OPEN,2026-06-04T03:47:15,2026-06-14T21:47:15,CASE-032,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001437,RECONCILIATION_BREAK,BRK-0000850,CUST-000352,ACC-0000431,P3,IN_PROGRESS,2026-04-08T18:30:45,2026-04-15T07:30:45,CASE-048,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001438,SETTLEMENT_EXCEPTION,EXC-0000311,CUST-000461,ACC-0000479,P4,WAITING,2026-03-25T19:26:27,2026-04-02T01:26:27,CASE-032,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001439,CORPORATE_ACTION,CA-0000833,CUST-000121,ACC-0000299,P3,IN_PROGRESS,2026-03-12T11:46:27,2026-03-24T12:46:27,CASE-078,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001440,POLICY_QUERY,,CUST-000366,ACC-0000450,P2,IN_PROGRESS,2026-04-11T23:26:08,2026-04-19T10:26:08,CASE-043,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001441,SETTLEMENT_EXCEPTION,EXC-0001106,CUST-000257,ACC-0000887,P1,CLOSED,2026-04-01T10:43:53,2026-04-10T03:43:53,CASE-058,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001442,SETTLEMENT_EXCEPTION,EXC-0001082,CUST-000305,ACC-0000748,P3,IN_PROGRESS,2026-07-17T09:24:52,2026-07-21T07:30:00,CASE-089,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001443,RECONCILIATION_BREAK,BRK-0000786,CUST-000200,ACC-0000958,P3,WAITING,2026-05-10T17:17:47,2026-05-13T18:17:47,CASE-048,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001444,RECONCILIATION_BREAK,BRK-0000785,CUST-000331,ACC-0000188,P3,IN_PROGRESS,2026-07-10T00:53:18,2026-07-12T06:53:18,CASE-061,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001445,POLICY_QUERY,,CUST-000245,ACC-0000092,P2,WAITING,2026-04-17T13:59:19,2026-04-23T00:59:19,CASE-063,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001446,SETTLEMENT_EXCEPTION,EXC-0001667,CUST-000243,ACC-0000083,P2,OPEN,2026-05-01T02:40:39,2026-05-10T05:40:39,CASE-038,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001447,SETTLEMENT_EXCEPTION,EXC-0001571,CUST-000406,ACC-0000950,P3,CLOSED,2026-06-07T14:01:59,2026-06-15T13:01:59,CASE-035,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001448,RECONCILIATION_BREAK,BRK-0001546,CUST-000369,ACC-0000510,P4,OPEN,2026-05-21T11:01:32,2026-05-26T02:01:32,CASE-078,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001449,SETTLEMENT_EXCEPTION,EXC-0000745,CUST-000080,ACC-0000583,P3,IN_PROGRESS,2026-04-29T10:30:34,2026-05-09T14:30:34,CASE-080,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001450,RECONCILIATION_BREAK,BRK-0001399,CUST-000462,ACC-0000157,P4,IN_PROGRESS,2026-05-02T16:08:22,2026-05-14T20:08:22,CASE-017,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001451,RECONCILIATION_BREAK,BRK-0001041,CUST-000045,ACC-0000411,P3,CLOSED,2026-04-24T16:01:04,2026-05-05T22:01:04,CASE-031,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001452,SETTLEMENT_EXCEPTION,EXC-0001598,CUST-000390,ACC-0000310,P4,OPEN,2026-06-08T07:17:53,2026-06-18T18:17:53,CASE-033,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001453,POLICY_QUERY,,CUST-000342,ACC-0000196,P4,CLOSED,2026-04-10T01:43:20,2026-04-11T08:43:20,CASE-011,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001454,RECONCILIATION_BREAK,BRK-0001776,CUST-000210,ACC-0000357,P3,CLOSED,2026-05-03T08:32:33,2026-05-05T01:32:33,CASE-034,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001455,POLICY_QUERY,,CUST-000450,ACC-0000709,P1,IN_PROGRESS,2026-05-06T04:40:24,2026-05-13T15:40:24,CASE-074,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001456,SETTLEMENT_EXCEPTION,EXC-0001421,CUST-000438,ACC-0000875,P3,CLOSED,2026-07-17T01:52:05,2026-07-21T07:30:00,CASE-065,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001457,SETTLEMENT_EXCEPTION,EXC-0001882,CUST-000233,ACC-0000868,P4,IN_PROGRESS,2026-03-23T00:19:30,2026-03-27T04:19:30,CASE-003,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001458,SETTLEMENT_EXCEPTION,EXC-0001949,CUST-000444,ACC-0000910,P2,IN_PROGRESS,2026-03-01T17:35:31,2026-03-02T16:35:31,CASE-080,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001459,RECONCILIATION_BREAK,BRK-0000509,CUST-000247,ACC-0000694,P3,OPEN,2026-06-27T04:30:03,2026-07-05T05:30:03,CASE-052,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001460,POLICY_QUERY,,CUST-000197,ACC-0000634,P1,IN_PROGRESS,2026-04-13T08:12:34,2026-04-14T19:12:34,CASE-016,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001461,RECONCILIATION_BREAK,BRK-0001548,CUST-000488,ACC-0000274,P4,CLOSED,2026-03-18T01:49:31,2026-03-28T04:49:31,CASE-079,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001462,SETTLEMENT_EXCEPTION,EXC-0001222,CUST-000167,ACC-0000904,P1,OPEN,2026-05-24T23:37:24,2026-06-05T13:37:24,CASE-060,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001463,RECONCILIATION_BREAK,BRK-0000048,CUST-000273,ACC-0000365,P2,CLOSED,2026-06-09T12:28:55,2026-06-16T09:28:55,CASE-031,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001464,SETTLEMENT_EXCEPTION,EXC-0002086,CUST-000121,ACC-0000814,P2,WAITING,2026-05-06T09:18:26,2026-05-11T15:18:26,CASE-089,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001465,SETTLEMENT_EXCEPTION,EXC-0001757,CUST-000454,ACC-0000348,P2,WAITING,2026-04-28T18:07:22,2026-05-06T14:07:22,CASE-043,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001466,RECONCILIATION_BREAK,BRK-0001652,CUST-000311,ACC-0000001,P3,WAITING,2026-06-08T05:11:29,2026-06-15T05:11:29,CASE-027,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001467,SETTLEMENT_EXCEPTION,EXC-0001728,CUST-000303,ACC-0000073,P4,CLOSED,2026-06-03T21:49:19,2026-06-06T01:49:19,CASE-038,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001468,RECONCILIATION_BREAK,BRK-0000631,CUST-000168,ACC-0000558,P1,CLOSED,2026-05-03T20:29:28,2026-05-10T11:29:28,CASE-083,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001469,SETTLEMENT_EXCEPTION,EXC-0001858,CUST-000463,ACC-0000235,P4,CLOSED,2026-03-22T19:35:13,2026-04-02T12:35:13,CASE-038,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001470,POLICY_QUERY,,CUST-000338,ACC-0000427,P4,IN_PROGRESS,2026-04-10T14:38:14,2026-04-18T12:38:14,CASE-014,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001471,RECONCILIATION_BREAK,BRK-0000654,CUST-000202,ACC-0000422,P3,CLOSED,2026-04-28T13:40:09,2026-04-30T15:40:09,CASE-010,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001472,RECONCILIATION_BREAK,BRK-0000671,CUST-000458,ACC-0000775,P2,IN_PROGRESS,2026-04-18T04:51:20,2026-04-20T19:51:20,CASE-068,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001473,SETTLEMENT_EXCEPTION,EXC-0000532,CUST-000486,ACC-0000651,P3,CLOSED,2026-06-08T01:26:10,2026-06-11T19:26:10,CASE-046,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001474,SETTLEMENT_EXCEPTION,EXC-0001406,CUST-000258,ACC-0000448,P2,CLOSED,2026-04-02T13:11:42,2026-04-14T14:11:42,CASE-055,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001475,CORPORATE_ACTION,CA-0000824,CUST-000488,ACC-0000274,P2,OPEN,2026-03-11T00:29:47,2026-03-11T13:29:47,CASE-040,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001476,POLICY_QUERY,,CUST-000129,ACC-0000087,P3,CLOSED,2026-05-17T19:06:04,2026-05-29T06:06:04,CASE-049,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001477,SETTLEMENT_EXCEPTION,EXC-0002185,CUST-000055,ACC-0000661,P2,OPEN,2026-06-30T22:15:00,2026-07-05T11:15:00,CASE-033,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001478,SETTLEMENT_EXCEPTION,EXC-0000359,CUST-000109,ACC-0000424,P3,CLOSED,2026-07-06T06:23:27,2026-07-13T08:23:27,CASE-024,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001479,SETTLEMENT_EXCEPTION,EXC-0001330,CUST-000268,ACC-0000609,P3,CLOSED,2026-03-30T15:44:39,2026-04-11T12:44:39,CASE-015,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001480,RECONCILIATION_BREAK,BRK-0001291,CUST-000481,ACC-0000317,P2,IN_PROGRESS,2026-04-24T22:23:53,2026-05-02T17:23:53,CASE-059,RECON_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001481,SETTLEMENT_EXCEPTION,EXC-0002161,CUST-000437,ACC-0000118,P4,CLOSED,2026-04-15T01:06:50,2026-04-25T20:06:50,CASE-060,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001482,SETTLEMENT_EXCEPTION,EXC-0000455,CUST-000452,ACC-0000049,P2,OPEN,2026-05-08T12:34:06,2026-05-16T12:34:06,CASE-005,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001483,CORPORATE_ACTION,CA-0000360,CUST-000426,ACC-0000785,P2,CLOSED,2026-04-01T22:03:57,2026-04-06T16:03:57,CASE-013,CORP_ACTIONS_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001484,SETTLEMENT_EXCEPTION,EXC-0001138,CUST-000091,ACC-0000864,P3,CLOSED,2026-06-18T01:43:06,2026-06-19T20:43:06,CASE-068,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001485,RECONCILIATION_BREAK,BRK-0000231,CUST-000453,ACC-0000654,P4,CLOSED,2026-06-11T03:01:20,2026-06-23T06:01:20,CASE-015,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001486,SETTLEMENT_EXCEPTION,EXC-0000696,CUST-000425,ACC-0000842,P3,CLOSED,2026-03-09T15:22:12,2026-03-15T08:22:12,CASE-080,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001487,CORPORATE_ACTION,CA-0000220,CUST-000245,ACC-0000092,P3,WAITING,2026-06-01T20:42:25,2026-06-10T13:42:25,CASE-018,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001488,RECONCILIATION_BREAK,BRK-0001406,CUST-000472,ACC-0000965,P2,OPEN,2026-03-08T03:43:07,2026-03-10T16:43:07,CASE-030,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001489,SETTLEMENT_EXCEPTION,EXC-0000526,CUST-000073,ACC-0000997,P3,CLOSED,2026-04-10T11:49:22,2026-04-15T22:49:22,CASE-031,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001490,RECONCILIATION_BREAK,BRK-0000229,CUST-000335,ACC-0000044,P4,ESCALATED,2026-05-15T05:03:42,2026-05-22T06:03:42,CASE-074,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001491,SETTLEMENT_EXCEPTION,EXC-0001015,CUST-000471,ACC-0000548,P3,IN_PROGRESS,2026-04-09T14:18:04,2026-04-10T19:18:04,CASE-077,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001492,RECONCILIATION_BREAK,BRK-0000168,CUST-000252,ACC-0000857,P3,IN_PROGRESS,2026-07-20T23:20:20,2026-07-21T07:30:00,CASE-085,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001493,RECONCILIATION_BREAK,BRK-0000068,CUST-000059,ACC-0000756,P4,CLOSED,2026-04-24T14:23:12,2026-05-01T21:23:12,CASE-066,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001494,SETTLEMENT_EXCEPTION,EXC-0000383,CUST-000226,ACC-0000089,P4,WAITING,2026-03-16T19:55:42,2026-03-26T17:55:42,CASE-001,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001495,SETTLEMENT_EXCEPTION,EXC-0000535,CUST-000243,ACC-0000342,P4,CLOSED,2026-04-13T23:54:54,2026-04-18T15:54:54,CASE-037,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001496,RECONCILIATION_BREAK,BRK-0000967,CUST-000308,ACC-0000410,P3,CLOSED,2026-05-10T10:41:22,2026-05-22T00:41:22,CASE-015,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001497,POLICY_QUERY,,CUST-000141,ACC-0000582,P2,OPEN,2026-04-04T06:18:06,2026-04-15T18:18:06,CASE-061,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001498,RECONCILIATION_BREAK,BRK-0001663,CUST-000045,ACC-0000279,P4,WAITING,2026-06-17T17:07:28,2026-06-19T15:07:28,CASE-082,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001499,POLICY_QUERY,,CUST-000284,ACC-0000967,P3,IN_PROGRESS,2026-06-02T05:03:23,2026-06-04T10:03:23,CASE-006,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001500,POLICY_QUERY,,CUST-000173,ACC-0000804,P3,CLOSED,2026-05-20T04:19:50,2026-05-30T12:19:50,CASE-021,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001501,SETTLEMENT_EXCEPTION,EXC-0001104,CUST-000473,ACC-0000752,P4,IN_PROGRESS,2026-03-26T22:54:53,2026-04-07T16:54:53,CASE-014,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001502,RECONCILIATION_BREAK,BRK-0001553,CUST-000332,ACC-0000378,P3,CLOSED,2026-04-13T20:25:36,2026-04-21T09:25:36,CASE-007,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001503,CORPORATE_ACTION,CA-0000057,CUST-000169,ACC-0000445,P1,OPEN,2026-06-19T20:51:51,2026-06-24T17:51:51,CASE-057,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001504,POLICY_QUERY,,CUST-000180,ACC-0000059,P2,CLOSED,2026-04-03T17:51:55,2026-04-12T18:51:55,CASE-031,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001505,CORPORATE_ACTION,CA-0000424,CUST-000232,ACC-0000742,P4,CLOSED,2026-06-11T08:41:57,2026-06-19T06:41:57,CASE-078,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001506,CORPORATE_ACTION,CA-0000065,CUST-000438,ACC-0000493,P4,WAITING,2026-06-03T10:52:27,2026-06-09T04:52:27,CASE-015,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001507,SETTLEMENT_EXCEPTION,EXC-0000877,CUST-000203,ACC-0000053,P4,OPEN,2026-04-05T16:30:00,2026-04-15T02:30:00,CASE-023,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001508,CORPORATE_ACTION,CA-0000046,CUST-000369,ACC-0000510,P4,CLOSED,2026-06-07T00:01:41,2026-06-07T05:01:41,CASE-038,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001509,SETTLEMENT_EXCEPTION,EXC-0001535,CUST-000253,ACC-0000797,P2,CLOSED,2026-05-07T05:44:07,2026-05-09T10:44:07,CASE-067,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001510,RECONCILIATION_BREAK,BRK-0000677,CUST-000199,ACC-0000393,P3,CLOSED,2026-06-07T20:31:33,2026-06-14T07:31:33,CASE-072,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001511,RECONCILIATION_BREAK,BRK-0001373,CUST-000433,ACC-0000071,P2,ESCALATED,2026-04-29T17:24:50,2026-05-02T01:24:50,CASE-049,RECON_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001512,SETTLEMENT_EXCEPTION,EXC-0000529,CUST-000228,ACC-0000297,P4,IN_PROGRESS,2026-03-10T01:09:37,2026-03-19T10:09:37,CASE-063,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001513,SETTLEMENT_EXCEPTION,EXC-0000104,CUST-000491,ACC-0000737,P2,OPEN,2026-04-16T19:36:43,2026-04-20T01:36:43,CASE-015,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001514,SETTLEMENT_EXCEPTION,EXC-0002016,CUST-000396,ACC-0000465,P3,CLOSED,2026-07-08T04:53:38,2026-07-19T20:53:38,CASE-063,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001515,SETTLEMENT_EXCEPTION,EXC-0000319,CUST-000178,ACC-0000406,P2,CLOSED,2026-06-15T13:34:58,2026-06-19T09:34:58,CASE-051,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001516,SETTLEMENT_EXCEPTION,EXC-0000647,CUST-000456,ACC-0000392,P4,CLOSED,2026-04-09T19:21:31,2026-04-14T04:21:31,CASE-059,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001517,RECONCILIATION_BREAK,BRK-0001671,CUST-000279,ACC-0000812,P3,OPEN,2026-07-18T09:27:18,2026-07-18T17:27:18,CASE-051,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001518,POLICY_QUERY,,CUST-000392,ACC-0000546,P4,CLOSED,2026-07-19T06:05:09,2026-07-20T09:05:09,CASE-032,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001519,POLICY_QUERY,,CUST-000286,ACC-0000019,P3,CLOSED,2026-07-02T23:56:51,2026-07-07T13:56:51,CASE-030,POLICY_CONTROL,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001520,POLICY_QUERY,,CUST-000068,ACC-0000604,P3,IN_PROGRESS,2026-05-31T03:01:45,2026-06-01T14:01:45,CASE-019,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001521,CORPORATE_ACTION,CA-0000033,CUST-000221,ACC-0000819,P4,CLOSED,2026-03-21T13:02:08,2026-03-30T05:02:08,CASE-075,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001522,SETTLEMENT_EXCEPTION,EXC-0001318,CUST-000061,ACC-0000458,P4,OPEN,2026-06-19T17:53:35,2026-06-24T01:53:35,CASE-015,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001523,SETTLEMENT_EXCEPTION,EXC-0001176,CUST-000336,ACC-0000503,P3,CLOSED,2026-03-15T17:42:38,2026-03-27T06:42:38,CASE-022,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001524,POLICY_QUERY,,CUST-000301,ACC-0000047,P3,IN_PROGRESS,2026-07-09T01:24:06,2026-07-17T11:24:06,CASE-053,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001525,CORPORATE_ACTION,CA-0000590,CUST-000219,ACC-0000777,P3,IN_PROGRESS,2026-05-04T02:49:03,2026-05-11T15:49:03,CASE-035,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001526,POLICY_QUERY,,CUST-000226,ACC-0000158,P3,OPEN,2026-06-24T01:33:28,2026-07-01T13:33:28,CASE-008,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001527,RECONCILIATION_BREAK,BRK-0000331,CUST-000352,ACC-0000046,P3,OPEN,2026-06-08T20:19:58,2026-06-13T14:19:58,CASE-005,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001528,RECONCILIATION_BREAK,BRK-0001472,CUST-000191,ACC-0000211,P1,IN_PROGRESS,2026-04-22T13:44:26,2026-04-28T09:44:26,CASE-059,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001529,CORPORATE_ACTION,CA-0000375,CUST-000270,ACC-0000914,P4,IN_PROGRESS,2026-03-27T23:51:26,2026-04-02T12:51:26,CASE-005,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001530,SETTLEMENT_EXCEPTION,EXC-0001386,CUST-000404,ACC-0000782,P2,CLOSED,2026-05-21T13:14:27,2026-05-23T22:14:27,CASE-072,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001531,SETTLEMENT_EXCEPTION,EXC-0001368,CUST-000196,ACC-0000271,P1,CLOSED,2026-05-07T06:53:39,2026-05-18T13:53:39,CASE-012,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001532,CORPORATE_ACTION,CA-0000269,CUST-000120,ACC-0000629,P4,ESCALATED,2026-03-29T12:23:50,2026-04-02T21:23:50,CASE-061,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001533,RECONCILIATION_BREAK,BRK-0001030,CUST-000362,ACC-0000975,P3,IN_PROGRESS,2026-05-16T15:07:40,2026-05-18T09:07:40,CASE-004,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001534,RECONCILIATION_BREAK,BRK-0000356,CUST-000035,ACC-0000319,P4,CLOSED,2026-05-13T14:26:01,2026-05-14T05:26:01,CASE-039,RECON_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0001535,SETTLEMENT_EXCEPTION,EXC-0001587,CUST-000376,ACC-0000624,P3,OPEN,2026-06-18T10:53:03,2026-06-28T09:53:03,CASE-011,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
